fishnet_id,date,day_of_year,latitude,longitude,forest_area,region_ci,nsr_numerical_code,ffmc_interpolated,logit,probability
1853,2014-05-22,142,57.7363,-115.1563,High Level Forest Area,West Boreal,1,0.0,-12.535800477735,3.595584e-06
1854,2014-05-22,142,57.7364,-114.9882,High Level Forest Area,West Boreal,1,0.0,-11.937106761246,6.54301e-06
1855,2014-05-22,142,57.7362,-114.8202,High Level Forest Area,West Boreal,1,0.0,-13.551700626622,1.301879e-06
1856,2014-05-22,142,57.7359,-114.6522,High Level Forest Area,West Boreal,1,0.0,-13.165350583202,1.915844e-06
1857,2014-05-22,142,57.7353,-114.4842,High Level Forest Area,West Boreal,1,0.0,-14.061276948609,7.82104e-07
1858,2014-05-22,142,57.7345,-114.3162,High Level Forest Area,West Boreal,1,0.0,-13.642004752367,1.189466e-06
1859,2014-05-22,142,57.7335,-114.1482,High Level Forest Area,West Boreal,1,0.0,-12.374216016136,4.226145e-06
1860,2014-05-22,142,57.7323,-113.9803,High Level Forest Area,East Boreal,1,0.0,-13.042043653379,2.167262e-06
1911,2014-05-22,142,57.628,-117.1662,High Level Forest Area,West Boreal,2,0.0,-8.566243367493,0.000190390415
1912,2014-05-22,142,57.6307,-116.9987,High Level Forest Area,West Boreal,2,0.0,-12.913063693874,2.465623e-06
1913,2014-05-22,142,57.6332,-116.8313,High Level Forest Area,West Boreal,2,0.0,-13.254147215123,1.753058e-06
1914,2014-05-22,142,57.6356,-116.6638,High Level Forest Area,West Boreal,2,0.0,-13.406556581612,1.50524e-06
1915,2014-05-22,142,57.6377,-116.4964,High Level Forest Area,West Boreal,2,0.0,-11.484161400295,1.0291712e-05
1916,2014-05-22,142,57.6395,-116.3288,High Level Forest Area,West Boreal,6,0.0,-14.19927360049,6.81292e-07
1917,2014-05-22,142,57.6412,-116.1613,High Level Forest Area,West Boreal,6,0.0,-14.173762335902,6.98897e-07
1918,2014-05-22,142,57.6426,-115.9938,High Level Forest Area,West Boreal,6,0.0,-14.64035837811,4.38301e-07
1919,2014-05-22,142,57.6438,-115.8262,High Level Forest Area,West Boreal,6,0.0,-14.112835353978,7.42802e-07
1920,2014-05-22,142,57.6448,-115.6586,High Level Forest Area,West Boreal,6,0.0,-11.07276620962,1.5529304e-05
1921,2014-05-22,142,57.6456,-115.4911,High Level Forest Area,West Boreal,1,0.0,-12.93546368537,2.411007e-06
1922,2014-05-22,142,57.6461,-115.3235,High Level Forest Area,West Boreal,1,0.0,-12.184438788427,5.109322e-06
1923,2014-05-22,142,57.6464,-115.1559,High Level Forest Area,West Boreal,1,0.0,-12.613586183859,3.326501e-06
1924,2014-05-22,142,57.6465,-114.9883,High Level Forest Area,West Boreal,1,0.0,-13.189506760931,1.870119e-06
1925,2014-05-22,142,57.6464,-114.8207,High Level Forest Area,West Boreal,1,0.0,-13.610121048075,1.228002e-06
1926,2014-05-22,142,57.646,-114.6531,High Level Forest Area,West Boreal,1,0.0,-13.898206893202,9.2063e-07
1927,2014-05-22,142,57.6455,-114.4855,High Level Forest Area,West Boreal,1,0.0,-14.620038953952,4.47299e-07
1928,2014-05-22,142,57.6447,-114.3179,High Level Forest Area,West Boreal,1,0.0,-12.935444806067,2.411052e-06
1929,2014-05-22,142,57.6437,-114.1503,High Level Forest Area,West Boreal,1,0.0,-13.577586044033,1.268612e-06
1930,2014-05-22,142,57.6424,-113.9828,High Level Forest Area,East Boreal,6,0.0,-13.045432641059,2.15993e-06
1981,2014-05-22,142,57.5382,-117.1608,High Level Forest Area,West Boreal,2,0.0,-11.761143190531,7.80184e-06
1982,2014-05-22,142,57.5409,-116.9938,High Level Forest Area,West Boreal,2,0.0,-12.676909139241,3.122389e-06
1983,2014-05-22,142,57.5434,-116.8268,High Level Forest Area,West Boreal,2,0.0,-12.812577042589,2.72626e-06
