235 59.6345 -117.7886 2014 5 22 2.5 84.8 3 5 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
235 59.6345 -117.7886 2014 5 22 12.5 59.8 6 5 60.7 11.4 236.4 0.6 20.4 0.5
